id,sex,birthdate,Year of birth,Age,user_name,instagram_number_of_posts,instagram_number_of_followers,instagram_average_number_of_comments,instagram_average_number_of_reactions,instagram_average_engagement,instagram_average_engagement_rate
2003,female,20/06/1984,1984,33,insta_2003,100,16278,"32,26","277,27","309,53","0,01901523529"
9468,female,28/11/1984,1984,33,insta_9468,100,17319,"16,7","815,23","831,93","0,04803568335"
13449,female,25/04/1985,1985,33,insta_13449,99,19168,"4,161616162","293,1818182","297,3434343","0,01551249136"
13874,male,01/05/1985,1985,33,insta_13874,82,19494,"1,951219512","471,9146341","473,8658537","0,02430829248"
15956,female,04/03/1985,1985,33,insta_15956,100,19744,"7,71","288,35","296,06","0,01499493517"
13954,female,05/06/1985,1985,33,insta_13954,66,20338,"174,5606061","737,5454545","912,1060606","0,04484738227"
11583,male,01/07/1984,1984,33,insta_11583,100,21208,"5,23","506,64","511,87","0,02413570351"
9344,female,08/08/1984,1984,33,insta_9344,99,21339,"18,65656566","748,3333333","766,989899","0,03594310413"
3253,female,11/04/1985,1985,33,insta_3253,100,26764,"113,9","1711,19","1825,09","0,06819197429"
12697,male,18/10/1984,1984,33,insta_12697,100,27886,"30,13","727,23","757,36","0,02715914796"
7899,female,14/08/1984,1984,33,insta_7899,100,28816,"86,73","1222,3","1309,03","0,04542719323"
13149,female,17/06/1984,1984,33,insta_13149,100,35620,"90,48","840,01","930,49","0,02612268389"
13426,female,25/01/1985,1985,33,insta_13426,100,35860,"40,15","485,82","525,97","0,01466731735"
11475,female,19/07/1984,1984,33,insta_11475,100,39866,"120,81","3016,52","3137,33","0,07869688456"
240,female,18/09/1984,1984,33,insta_240,100,52798,"168,97","1109,83","1278,8","0,02422061442"
9244,male,30/01/1985,1985,33,insta_9244,100,59855,"84,11","2679,61","2763,72","0,04617358617"
12428,female,23/02/1985,1985,33,insta_12428,98,79970,"68,47959184","1166,520408",1235,"0,01544329123"
13753,female,08/02/1985,1985,33,insta_13753,100,96676,60,"1345,11","1405,11","0,01453421739"
842,female,02/05/1985,1985,33,insta_842,100,117395,"25,49","2596,73","2622,22","0,02233672644"
9121,female,24/10/1984,1984,33,insta_9121,100,215557,"55,96","3616,27","3672,23","0,0170360044"
14367,female,05/04/1985,1985,33,insta_14367,100,331555,"87,91","14439,31","14527,22","0,04381541524"
16048,female,21/02/1984,1984,34,insta_16048,65,10,"0,1230769231","1,507692308","1,630769231","0,1630769231"
15976,female,28/09/1983,1983,34,insta_15976,6,13,0,0,0,0
14360,female,26/02/1984,1984,34,insta_14360,1,15,1,8,9,"0,6"
3010,female,16/07/1983,1983,34,insta_3010,1,20,1,1,2,"0,1"
10696,female,11/04/1984,1984,34,insta_10696,1,26,0,3,3,"0,1153846154"
14978,female,30/12/1983,1983,34,insta_14978,44,45,"0,9318181818","4,636363636","5,568181818","0,1237373737"
10208,female,06/09/1983,1983,34,insta_10208,100,47,"0,29","4,9","5,19","0,1104255319"
1690,female,08/06/1984,1984,34,insta_1690,69,49,"0,5942028986","5,043478261","5,637681159","0,1150547175"
12316,female,28/04/1984,1984,34,insta_12316,100,53,"0,61","4,03","4,64","0,08754716981"
9792,female,19/05/1984,1984,34,insta_9792,16,59,"0,25","5,875","6,125","0,1038135593"
15545,female,22/03/1984,1984,34,insta_15545,100,60,"0,23","6,77",7,"0,1166666667"
15691,female,01/07/1983,1983,34,insta_15691,94,61,"0,3085106383","4,031914894","4,340425532","0,07115451692"
4730,female,05/03/1984,1984,34,insta_4730,100,62,"0,7","4,84","5,54","0,08935483871"
4212,female,10/10/1983,1983,34,insta_4212,4,64,"0,25","4,25","4,5","0,0703125"
10744,female,19/09/1983,1983,34,insta_10744,36,65,"0,5277777778","9,027777778","9,555555556","0,147008547"
8538,female,15/06/1983,1983,34,insta_8538,19,66,"1,105263158","13,42105263","14,52631579","0,2200956938"
12445,female,01/11/1983,1983,34,insta_12445,18,66,"0,4444444444","10,83333333","11,27777778","0,1708754209"
11453,female,05/07/1983,1983,34,insta_11453,17,67,"0,5882352941","7,411764706",8,"0,1194029851"
11300,female,21/10/1983,1983,34,insta_11300,100,73,"0,83","10,14","10,97","0,1502739726"
11500,female,18/04/1984,1984,34,insta_11500,32,94,"0,65625","33,78125","34,4375","0,366356383"
6390,male,02/04/1984,1984,34,insta_6390,100,100,"0,97","19,98","20,95","0,2095"
3459,female,25/04/1984,1984,34,insta_3459,100,118,"0,99","12,48","13,47","0,1141525424"
1312,female,08/07/1983,1983,34,insta_1312,18,124,"0,7222222222","15,38888889","16,11111111","0,1299283154"
5901,female,20/10/1983,1983,34,insta_5901,180,125,"0,6388888889","33,42777778","34,06666667","0,2725333333"
2052,female,22/01/1984,1984,34,insta_2052,63,127,"2,26984127","20,93650794","23,20634921","0,1827271591"
14187,female,17/11/1983,1983,34,insta_14187,66,128,"1,378787879","24,27272727","25,65151515","0,2004024621"
9567,female,08/08/1983,1983,34,insta_9567,100,146,"0,89","25,93","26,82","0,1836986301"
4050,female,30/10/1983,1983,34,insta_4050,100,148,"0,37","7,68","8,05","0,05439189189"
1608,female,30/07/1983,1983,34,insta_1608,100,163,"2,37","14,65","17,02","0,1044171779"
9933,male,27/09/1983,1983,34,insta_9933,100,171,"0,99","23,83","24,82","0,1451461988"
14782,female,06/09/1983,1983,34,insta_14782,100,180,"0,8","9,21","10,01","0,05561111111"
13215,female,07/02/1984,1984,34,insta_13215,100,181,"0,56","15,23","15,79","0,08723756906"
15072,female,10/10/1983,1983,34,insta_15072,100,184,"1,07","15,37","16,44","0,08934782609"
9784,female,09/04/1984,1984,34,insta_9784,100,200,"1,4","12,38","13,78","0,0689"
1158,female,26/02/1984,1984,34,insta_1158,78,209,"1,025641026","11,21794872","12,24358974","0,05858176911"
2174,female,11/11/1983,1983,34,insta_2174,100,217,"1,52","27,62","29,14","0,1342857143"
5716,female,28/07/1983,1983,34,insta_5716,100,219,"1,82","36,03","37,85","0,1728310502"
3823,female,26/06/1983,1983,34,insta_3823,100,228,"1,52","18,14","19,66","0,08622807018"
1655,female,25/11/1983,1983,34,insta_1655,100,231,"0,34","7,53","7,87","0,03406926407"
7163,female,05/06/1984,1984,34,insta_7163,100,236,"1,57","15,15","16,72","0,07084745763"
7302,female,08/07/1983,1983,34,insta_7302,100,257,"0,75","8,59","9,34","0,03634241245"
14583,female,23/07/1983,1983,34,insta_14583,31,261,"0,3225806452","7,419354839","7,741935484","0,02966258806"
904,female,24/01/1984,1984,34,insta_904,100,277,"2,66","27,18","29,84","0,1077256318"
8701,male,29/10/1983,1983,34,insta_8701,100,279,"0,78","15,95","16,73","0,05996415771"
8703,female,19/07/1983,1983,34,insta_8703,100,283,"2,91","43,59","46,5","0,1643109541"
2101,female,20/03/1984,1984,34,insta_2101,12,288,"7,5","58,5",66,"0,2291666667"
967,female,23/09/1983,1983,34,insta_967,100,295,"3,24","37,36","40,6","0,1376271186"
16138,female,17/03/1984,1984,34,insta_16138,37,297,"2,351351351","26,89189189","29,24324324","0,09846209846"
8059,female,19/03/1984,1984,34,insta_8059,100,312,"1,17","18,07","19,24","0,06166666667"
3952,female,10/05/1984,1984,34,insta_3952,100,333,"0,92","36,45","37,37","0,1122222222"
9895,female,08/08/1983,1983,34,insta_9895,100,345,"2,16","27,69","29,85","0,08652173913"
1265,female,24/01/1984,1984,34,insta_1265,100,360,"1,26","35,04","36,3","0,1008333333"
547,male,26/01/1984,1984,34,insta_547,100,369,"2,82","31,08","33,9","0,0918699187"
3954,female,06/06/1984,1984,34,insta_3954,100,373,"3,13","34,3","37,43","0,1003485255"
7186,female,26/07/1983,1983,34,insta_7186,100,390,"1,25","12,62","13,87","0,03556410256"
13169,male,12/01/1984,1984,34,insta_13169,100,393,"0,5","15,21","15,71","0,03997455471"
5729,female,28/08/1983,1983,34,insta_5729,100,394,"1,38","36,49","37,87","0,09611675127"
10198,female,26/04/1984,1984,34,insta_10198,100,431,"18,06","55,59","73,65","0,1708816705"
13728,female,13/03/1984,1984,34,insta_13728,83,472,"2,722891566","40,92771084","43,65060241","0,09248008985"
11958,male,25/10/1983,1983,34,insta_11958,100,493,"1,12","21,18","22,3","0,04523326572"
15082,female,20/11/1983,1983,34,insta_15082,100,503,"4,89","60,26","65,15","0,1295228628"
6960,female,20/10/1983,1983,34,insta_6960,100,529,"1,86","24,65","26,51","0,05011342155"
15367,male,08/12/1983,1983,34,insta_15367,100,536,"1,47","44,09","45,56","0,085"
4626,female,05/06/1984,1984,34,insta_4626,100,537,"3,58","60,57","64,15","0,1194599628"
10898,male,19/02/1984,1984,34,insta_10898,100,574,"0,35","13,09","13,44","0,02341463415"
6861,female,23/10/1983,1983,34,insta_6861,100,587,"1,85","22,49","24,34","0,04146507666"
8139,male,06/07/1983,1983,34,insta_8139,100,598,"0,65","21,56","22,21","0,03714046823"
7285,female,20/11/1983,1983,34,insta_7285,100,686,"5,58","41,69","47,27","0,06890670554"
6792,female,01/11/1983,1983,34,insta_6792,100,763,"3,59","50,84","54,43","0,07133682831"
5422,female,22/07/1983,1983,34,insta_5422,200,844,"4,165","82,89","87,055","0,1031457346"
10962,female,06/12/1983,1983,34,insta_10962,100,942,"5,92","31,46","37,38","0,03968152866"
10309,female,22/04/1984,1984,34,insta_10309,100,958,"2,61","55,71","58,32","0,06087682672"
11994,female,03/02/1984,1984,34,insta_11994,100,961,"3,84","71,48","75,32","0,07837669095"
10415,female,21/09/1983,1983,34,insta_10415,100,987,"1,3","21,13","22,43","0,0227254306"
4424,female,02/08/1983,1983,34,insta_4424,100,989,"4,86","27,32","32,18","0,03253791709"
10937,female,04/05/1984,1984,34,insta_10937,100,990,"4,87","65,86","70,73","0,07144444444"
4557,female,04/08/1983,1983,34,insta_4557,100,1016,"13,37","141,82","155,19","0,152746063"
2100,female,28/04/1984,1984,34,insta_2100,100,1023,"4,8","74,46","79,26","0,07747800587"
11562,female,08/05/1984,1984,34,insta_11562,100,1048,"2,3",44,"46,3","0,04417938931"
4076,female,03/11/1983,1983,34,insta_4076,100,1055,"60,76","225,87","286,63","0,2716872038"
10587,female,04/07/1983,1983,34,insta_10587,100,1060,"12,02","108,88","120,9","0,1140566038"
15216,female,05/10/1983,1983,34,insta_15216,100,1141,"6,06","80,73","86,79","0,07606485539"
6164,female,10/07/1983,1983,34,insta_6164,100,1204,"6,05","111,02","117,07","0,09723421927"
10028,female,22/04/1984,1984,34,insta_10028,100,1206,"4,15","59,48","63,63","0,05276119403"
14752,female,28/09/1983,1983,34,insta_14752,100,1253,"23,35","205,41","228,76","0,1825698324"
12774,female,27/09/1983,1983,34,insta_12774,100,1254,"15,51","72,46","87,97","0,07015151515"
341,male,19/01/1984,1984,34,insta_341,100,1396,"3,94","113,5","117,44","0,0841260745"
88,male,27/03/1984,1984,34,insta_88,98,1434,"1,897959184","73,65306122","75,55102041","0,05268550935"
4445,female,19/03/1984,1984,34,insta_4445,70,1468,"2,1","11,04285714","13,14285714","0,008952899961"
975,female,14/12/1983,1983,34,insta_975,100,1472,"5,61","49,35","54,96","0,03733695652"
3314,female,13/03/1984,1984,34,insta_3314,100,1484,"9,43","68,25","77,68","0,05234501348"
3939,female,30/12/1983,1983,34,insta_3939,87,1528,"45,25287356","392,8505747","438,1034483","0,2867169164"
3666,female,06/12/1983,1983,34,insta_3666,100,1653,"22,26","358,67","380,93","0,2304476709"
6035,female,29/04/1984,1984,34,insta_6035,100,1661,"5,7","105,85","111,55","0,06715833835"
9060,male,28/12/1983,1983,34,insta_9060,200,1715,"8,155","225,28","233,435","0,1361137026"
11677,female,29/12/1983,1983,34,insta_11677,100,1720,"3,49","117,29","120,78","0,07022093023"
9287,female,07/12/1983,1983,34,insta_9287,100,1726,"3,16","69,41","72,57","0,04204519119"
3294,female,30/05/1984,1984,34,insta_3294,100,1864,"0,84","23,77","24,61","0,0132027897"
2182,female,07/01/1984,1984,34,insta_2182,200,2113,"2,385","153,675","156,06","0,07385707525"
4682,female,02/10/1983,1983,34,insta_4682,100,2171,"1,12","16,54","17,66","0,00813450023"
15059,female,01/06/1984,1984,34,insta_15059,100,2235,"4,19","103,1","107,29","0,04800447427"
1721,female,30/05/1984,1984,34,insta_1721,100,2244,"15,18","337,37","352,55","0,1571078431"
6767,female,27/10/1983,1983,34,insta_6767,9,2316,0,"3,777777778","3,777777778","0,001631164844"
13755,male,30/01/1984,1984,34,insta_13755,75,2324,"56,4","566,8133333","623,2133333","0,2681640849"
14500,female,25/07/1983,1983,34,insta_14500,100,2403,"9,14","152,65","161,79","0,06732833958"
10426,male,25/05/1984,1984,34,insta_10426,100,2455,"7,42","262,16","269,58","0,109808554"
1576,female,12/01/1984,1984,34,insta_1576,12,2760,0,0,0,0
439,male,13/03/1984,1984,34,insta_439,99,3077,"11,03030303","317,7777778","328,8080808","0,1068599548"
2143,male,25/09/1983,1983,34,insta_2143,100,3247,"7,24","247,66","254,9","0,07850323375"
15371,male,01/07/1983,1983,34,insta_15371,100,3494,"1,45","20,88","22,33","0,006390955924"
997,female,25/11/1983,1983,34,insta_997,100,3641,"28,97","269,81","298,78","0,08205987366"
15265,female,11/06/1983,1983,34,insta_15265,100,3727,"17,19","118,33","135,52","0,036361685"
13221,female,23/09/1983,1983,34,insta_13221,100,4025,"22,28","238,24","260,52","0,06472546584"
2573,female,03/09/1983,1983,34,insta_2573,100,4037,"8,45","220,1","228,55","0,05661382215"
10580,male,21/11/1983,1983,34,insta_10580,100,4043,"3,71","351,07","354,78","0,08775166955"
10864,male,13/07/1983,1983,34,insta_10864,27,5138,"11,18518519","70,77777778","81,96296296","0,01595230887"
14088,male,28/10/1983,1983,34,insta_14088,100,5391,"2,55","198,03","200,58","0,0372064552"
3113,female,22/09/1983,1983,34,insta_3113,100,5405,"32,65","335,93","368,58","0,06819241443"
11836,male,05/08/1983,1983,34,insta_11836,100,5449,"5,25","152,39","157,64","0,02893007891"
8361,female,29/02/1984,1984,34,insta_8361,100,5464,"12,53","319,63","332,16","0,06079062958"
9569,female,29/05/1984,1984,34,insta_9569,100,5777,"4,92","56,65","61,57","0,01065778086"
15080,female,26/06/1983,1983,34,insta_15080,100,6179,"5,23","175,02","180,25","0,02917138696"
10359,female,12/02/1984,1984,34,insta_10359,97,6388,"19,71134021",185,"204,7113402","0,0320462336"
12437,female,02/09/1983,1983,34,insta_12437,100,6748,"11,39","214,81","226,2","0,03352104327"
433,male,10/04/1984,1984,34,insta_433,100,7373,"2,53","254,13","256,66","0,03481079615"
8709,female,02/07/1983,1983,34,insta_8709,100,9280,"39,37","766,25","805,62","0,0868125"
13911,female,21/07/1983,1983,34,insta_13911,100,9690,"8,85","127,54","136,39","0,0140753354"
14686,female,12/09/1983,1983,34,insta_14686,99,10766,"12,26262626","249,2929293","261,5555556","0,02429458996"
5096,female,25/05/1984,1984,34,insta_5096,100,11214,"40,3","178,69","218,99","0,01952826824"
225,female,06/06/1984,1984,34,insta_225,1,11572,0,0,0,0
10410,female,21/03/1984,1984,34,insta_10410,100,13171,"0,7","189,54","190,24","0,01444385392"
2310,female,13/06/1983,1983,34,insta_2310,100,13202,"16,55","288,2","304,75","0,02308362369"
10203,female,13/04/1984,1984,34,insta_10203,100,14888,"24,09","923,41","947,5","0,06364185922"
1309,female,01/01/1984,1984,34,insta_1309,100,16689,"56,38","524,45","580,83","0,03480316376"
12103,female,21/04/1984,1984,34,insta_12103,100,19376,"56,32","558,13","614,45","0,03171191164"
11830,female,11/07/1983,1983,34,insta_11830,100,20038,"33,21","649,51","682,72","0,0340712646"
3692,female,11/12/1983,1983,34,insta_3692,200,21269,"8,25","547,58","555,83","0,0261333396"
1964,female,28/08/1983,1983,34,insta_1964,100,24342,"17,51","415,91","433,42","0,01780543916"
13202,male,11/04/1984,1984,34,insta_13202,100,25714,35,"1534,19","1569,19","0,06102473361"
2348,female,08/03/1984,1984,34,insta_2348,100,27619,"22,34","748,26","770,6","0,02790108259"
142,female,04/10/1983,1983,34,insta_142,100,30692,"20,84","728,2","749,04","0,02440505669"
10783,female,30/03/1984,1984,34,insta_10783,100,30897,"120,35","787,88","908,23","0,02939541056"
8248,female,15/05/1984,1984,34,insta_8248,100,31589,"46,79","843,19","889,98","0,02817373136"
7946,female,04/07/1983,1983,34,insta_7946,100,32627,"41,58","1016,98","1058,56","0,0324442946"
11590,male,13/05/1984,1984,34,insta_11590,100,40460,"38,62",2471,"2509,62","0,06202718735"
7798,male,29/05/1984,1984,34,insta_7798,100,48682,"5,46",552,"557,46","0,01145104967"
13127,female,20/12/1983,1983,34,insta_13127,98,55574,"73,95918367","1381,102041","1455,061224","0,02618240948"
10553,female,15/10/1983,1983,34,insta_10553,100,60747,"68,27","1948,14","2016,41","0,03319357335"
326,female,05/11/1983,1983,34,insta_326,100,62283,"6,67","1168,84","1175,51","0,01887368945"
11511,female,21/04/1984,1984,34,insta_11511,100,117064,"7,25","1303,75",1311,"0,01119900226"
551,female,08/07/1983,1983,34,insta_551,100,147310,"53,47","3569,64","3623,11","0,0245951395"
14010,female,16/12/1982,1982,35,insta_14010,3,8,0,"2,333333333","2,333333333","0,2916666667"
14400,female,13/07/1982,1982,35,insta_14400,6,16,"1,5","4,166666667","5,666666667","0,3541666667"
3971,female,10/07/1982,1982,35,insta_3971,30,28,"0,3","3,933333333","4,233333333","0,1511904762"
3368,female,08/03/1983,1983,35,insta_3368,100,38,"3,42","8,14","11,56","0,3042105263"
9474,female,26/04/1983,1983,35,insta_9474,100,64,"0,06","2,07","2,13","0,03328125"
9205,female,23/09/1982,1982,35,insta_9205,100,76,"0,76","9,49","10,25","0,1348684211"
4563,female,13/07/1982,1982,35,insta_4563,100,77,"2,56","21,13","23,69","0,3076623377"
6102,female,05/09/1982,1982,35,insta_6102,32,86,"0,09375","4,8125","4,90625","0,0570494186"
1408,female,13/08/1982,1982,35,insta_1408,52,87,"1,173076923","2,75","3,923076923","0,0450928382"
10670,female,04/12/1982,1982,35,insta_10670,100,95,"1,19","13,89","15,08","0,1587368421"
10147,female,03/07/1982,1982,35,insta_10147,100,96,"0,09","2,2","2,29","0,02385416667"
1332,female,14/05/1983,1983,35,insta_1332,100,97,"3,94","12,87","16,81","0,1732989691"
10201,female,27/10/1982,1982,35,insta_10201,39,97,"0,2820512821","3,923076923","4,205128205","0,04335183717"
9813,female,22/06/1982,1982,35,insta_9813,100,111,"0,38","12,55","12,93","0,1164864865"
4910,female,07/12/1982,1982,35,insta_4910,100,112,"1,14","16,44","17,58","0,1569642857"
2676,female,05/05/1983,1983,35,insta_2676,41,129,"4,292682927","40,19512195","44,48780488","0,3448667045"
8822,male,14/12/1982,1982,35,insta_8822,100,135,"0,14","5,31","5,45","0,04037037037"
11139,female,11/07/1982,1982,35,insta_11139,94,135,"0,6489361702","8,265957447","8,914893617","0,06603624901"
10959,female,05/12/1982,1982,35,insta_10959,100,141,"1,53","16,98","18,51","0,1312765957"
3916,female,13/03/1983,1983,35,insta_3916,100,151,"0,89","11,47","12,36","0,08185430464"
13219,female,25/12/1982,1982,35,insta_13219,100,153,"1,78",28,"29,78","0,1946405229"
9759,female,23/12/1982,1982,35,insta_9759,100,159,"1,06","9,84","10,9","0,06855345912"
444,male,07/04/1983,1983,35,insta_444,34,167,"0,6764705882","10,73529412","11,41176471","0,06833392039"
6432,female,16/06/1982,1982,35,insta_6432,100,172,"0,18","3,54","3,72","0,02162790698"
2754,female,24/01/1983,1983,35,insta_2754,100,179,"1,94","19,74","21,68","0,1211173184"
1452,female,14/11/1982,1982,35,insta_1452,100,188,"0,18",4,"4,18","0,02223404255"
5963,female,21/07/1982,1982,35,insta_5963,100,189,"0,92","21,41","22,33","0,1181481481"
9977,female,03/03/1983,1983,35,insta_9977,100,191,"0,67","20,09","20,76","0,1086910995"
1484,female,31/08/1982,1982,35,insta_1484,7,196,"0,8571428571","4,142857143",5,"0,02551020408"
4192,female,24/05/1983,1983,35,insta_4192,100,211,"0,67","24,88","25,55","0,1210900474"
6443,female,15/11/1982,1982,35,insta_6443,100,224,"1,47","34,74","36,21","0,1616517857"
8943,female,02/04/1983,1983,35,insta_8943,100,236,"0,59","17,06","17,65","0,07478813559"
5882,female,02/12/1982,1982,35,insta_5882,100,239,"0,8","27,69","28,49","0,1192050209"
8581,female,19/05/1983,1983,35,insta_8581,100,242,"2,44","37,79","40,23","0,1662396694"
8712,female,23/04/1983,1983,35,insta_8712,100,244,"2,64","31,2","33,84","0,1386885246"
8602,female,17/02/1983,1983,35,insta_8602,100,252,"2,39","22,95","25,34","0,1005555556"
13066,female,25/12/1982,1982,35,insta_13066,100,256,"1,98","43,41","45,39","0,1773046875"
6296,female,19/02/1983,1983,35,insta_6296,100,288,"1,81","24,54","26,35","0,09149305556"
10798,female,07/04/1983,1983,35,insta_10798,100,293,"0,24","3,6","3,84","0,01310580205"
2296,female,04/09/1982,1982,35,insta_2296,10,322,"3,7","51,5","55,2","0,1714285714"
544,female,17/01/1983,1983,35,insta_544,100,360,"2,17","22,33","24,5","0,06805555556"
1355,female,10/10/1982,1982,35,insta_1355,200,373,"2,935","39,095","42,03","0,1126809651"
5735,female,29/04/1983,1983,35,insta_5735,100,375,"0,6","10,7","11,3","0,03013333333"
2450,female,05/08/1982,1982,35,insta_2450,78,452,"4,179487179","29,96153846","34,14102564","0,07553324257"
10155,female,14/01/1983,1983,35,insta_10155,100,475,"0,73","27,03","27,76","0,05844210526"
15068,female,01/06/1983,1983,35,insta_15068,100,482,"3,93","46,48","50,41","0,1045850622"
5604,female,01/05/1983,1983,35,insta_5604,100,519,"1,42","38,32","39,74","0,07657032755"
12436,male,14/06/1982,1982,35,insta_12436,100,535,"0,44","9,9","10,34","0,0193271028"
4276,female,18/12/1982,1982,35,insta_4276,100,567,"1,52","26,49","28,01","0,04940035273"
10091,male,21/03/1983,1983,35,insta_10091,100,614,"1,61","67,15","68,76","0,1119869707"
4817,female,05/06/1983,1983,35,insta_4817,100,621,"2,43","35,42","37,85","0,06095008052"
9998,female,30/06/1982,1982,35,insta_9998,100,676,"3,63","47,24","50,87","0,07525147929"
15589,female,15/03/1983,1983,35,insta_15589,50,699,"0,84","12,54","13,38","0,0191416309"
2661,female,02/08/1982,1982,35,insta_2661,100,718,"0,76","42,14","42,9","0,05974930362"
7398,male,30/05/1983,1983,35,insta_7398,100,725,"2,05","44,39","46,44","0,06405517241"
5687,female,19/07/1982,1982,35,insta_5687,100,744,"1,89","52,44","54,33","0,07302419355"
1731,female,15/07/1982,1982,35,insta_1731,100,745,"10,99","68,27","79,26","0,1063892617"
10000,female,30/06/1982,1982,35,insta_10000,100,756,"2,71",74,"76,71","0,101468254"
346,male,18/03/1983,1983,35,insta_346,100,768,"1,87","81,16","83,03","0,1081119792"
6746,female,22/12/1982,1982,35,insta_6746,100,833,"5,14","56,95","62,09","0,07453781513"
10854,female,02/03/1983,1983,35,insta_10854,100,965,"2,01","45,42","47,43","0,04915025907"
2372,female,06/08/1982,1982,35,insta_2372,100,1004,"9,89","146,41","156,3","0,1556772908"
10793,female,30/06/1982,1982,35,insta_10793,100,1014,"4,77","51,91","56,68","0,0558974359"
13567,male,05/05/1983,1983,35,insta_13567,99,1076,"1,515151515","33,5959596","35,11111111","0,03263114416"
11152,male,02/10/1982,1982,35,insta_11152,100,1106,"3,65","100,89","104,54","0,09452079566"
761,female,01/06/1983,1983,35,insta_761,200,1126,"2,135","47,86","49,995","0,04440053286"
3380,female,25/04/1983,1983,35,insta_3380,100,1141,"3,37","53,12","56,49","0,04950920245"
16075,female,21/07/1982,1982,35,insta_16075,100,1145,"7,75","131,77","139,52","0,1218515284"
9035,male,05/07/1982,1982,35,insta_9035,100,1165,"8,33","119,9","128,23","0,1100686695"
10356,female,28/06/1982,1982,35,insta_10356,100,1197,"3,5","27,77","31,27","0,02612364244"
9948,female,22/11/1982,1982,35,insta_9948,100,1203,"4,59","67,3","71,89","0,05975893599"
13585,male,25/01/1983,1983,35,insta_13585,100,1255,"8,23","116,46","124,69","0,09935458167"
1708,female,30/06/1982,1982,35,insta_1708,100,1263,"10,29","117,68","127,97","0,1013222486"
10344,female,30/10/1982,1982,35,insta_10344,100,1278,"2,64","62,76","65,4","0,05117370892"
13529,male,11/07/1982,1982,35,insta_13529,100,1279,"4,02","90,08","94,1","0,07357310399"
8004,female,15/07/1982,1982,35,insta_8004,100,1308,"41,42","221,5","262,92","0,2010091743"
15156,female,19/06/1982,1982,35,insta_15156,100,1312,"7,62","162,17","169,79","0,1294131098"
12459,female,26/09/1982,1982,35,insta_12459,100,1378,"11,46","102,01","113,47","0,08234397678"
12157,male,15/09/1982,1982,35,insta_12157,100,1547,"1,36","45,81","47,17","0,03049127343"
13347,female,10/02/1983,1983,35,insta_13347,100,1624,"3,64","66,63","70,27","0,04326970443"
6408,female,03/07/1982,1982,35,insta_6408,100,1628,"8,35","79,99","88,34","0,05426289926"
6872,female,19/09/1982,1982,35,insta_6872,100,1629,"7,38","120,63","128,01","0,07858195212"
10552,female,31/08/1982,1982,35,insta_10552,97,1629,"35,31958763","341,4948454","376,814433","0,2313164107"
7189,female,01/04/1983,1983,35,insta_7189,100,1749,"4,87","44,89","49,76","0,02845054317"
7873,female,10/08/1982,1982,35,insta_7873,100,1764,"0,79","22,89","23,68","0,01342403628"
3372,female,05/04/1983,1983,35,insta_3372,75,1769,"0,5333333333","104,08","104,6133333","0,05913698888"
10367,female,16/09/1982,1982,35,insta_10367,100,1769,"1,17","24,96","26,13","0,01477105709"
2961,female,28/05/1983,1983,35,insta_2961,100,1957,"7,22","308,02","315,24","0,1610832908"
10251,female,09/10/1982,1982,35,insta_10251,100,2021,"2,3","77,62","79,92","0,03954477981"
559,female,02/06/1983,1983,35,insta_559,100,2149,"1,09","61,29","62,38","0,02902745463"
10096,female,15/01/1983,1983,35,insta_10096,100,2242,"1,47","35,24","36,71","0,01637377342"
11418,female,16/02/1983,1983,35,insta_11418,100,2519,"21,47","208,71","230,18","0,09137753077"
3773,female,03/01/1983,1983,35,insta_3773,100,2600,"2,48","39,9","42,38","0,0163"
11727,female,30/03/1983,1983,35,insta_11727,100,2746,"11,13","153,07","164,2","0,05979606701"
4046,female,27/01/1983,1983,35,insta_4046,100,2833,"6,51","130,71","137,22","0,04843628662"
791,male,02/05/1983,1983,35,insta_791,100,2977,"3,41","42,2","45,61","0,01532079274"
15296,female,13/04/1983,1983,35,insta_15296,100,3055,"6,55","139,08","145,63","0,04766939444"
13214,female,24/08/1982,1982,35,insta_13214,100,3275,"10,93","144,37","155,3","0,04741984733"
7178,male,30/03/1983,1983,35,insta_7178,100,3332,"1,75","33,26","35,01","0,01050720288"
14742,female,10/03/1983,1983,35,insta_14742,100,3422,"15,76","84,42","100,18","0,02927527762"
380,female,16/06/1982,1982,35,insta_380,100,3852,"3,56","44,78","48,34","0,01254932503"
4471,female,11/04/1983,1983,35,insta_4471,100,3858,"12,67","95,89","108,56","0,02813893209"
13166,female,15/07/1982,1982,35,insta_13166,100,4405,"3,86","260,31","264,17","0,05997048808"
799,female,30/11/1982,1982,35,insta_799,100,4445,"2,81","45,03","47,84","0,01076265467"
9469,female,12/06/1982,1982,35,insta_9469,100,4509,"0,96","51,62","52,58","0,0116611222"
8147,male,30/07/1982,1982,35,insta_8147,100,4587,"5,93","267,74","273,67","0,05966208851"
6426,female,24/10/1982,1982,35,insta_6426,96,4616,"4,708333333","145,4791667","150,1875","0,03253628683"
13817,female,17/11/1982,1982,35,insta_13817,100,4868,"29,08",187,"216,08","0,04438783895"
13528,female,08/02/1983,1983,35,insta_13528,17,4968,"1,882352941","120,8235294","122,7058824","0,02469925168"
2210,female,17/07/1982,1982,35,insta_2210,100,5197,"18,88","390,89","409,77","0,07884741197"
2912,female,17/11/1982,1982,35,insta_2912,100,5418,"10,87","194,88","205,75","0,03797526763"
